field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
6030,barley,13.8786801217,8.1378975864,106.2757681854,13.4451974167,30.2791146577,23.408248064,10.6851717464,6.3054012214,0,1,1,1
6031,barley,16.059802838,7.3160540921,98.7193626363,12.3338621236,31.5032746529,23.0390057544,12.763265051,6.2906510032,0,1,1,1
6032,barley,19.0921937241,7.8421744782,96.3731017594,14.409165909,31.5299835798,24.0407870712,12.2458473116,6.2699331951,0,1,1,1
6033,barley,23.2815180067,7.9354717718,87.9796393014,15.8020535182,30.6997892544,25.4308628892,11.3951341453,5.2567216828,0,1,1,1
6034,barley,21.8554162267,8.0254380336,83.5555839532,15.6349813004,30.3805559247,25.5184622836,13.1125869357,7.63630409,0,1,1,1
6035,barley,15.7126840602,7.4167726133,97.4826451275,13.6216372717,30.0899935279,25.0219658314,13.1982629113,5.4832536525,0,1,1,1
6036,barley,24.6282197261,8.0318005172,99.894136671,12.163455196,30.9997045838,23.0318861183,12.9282587412,5.3527155809,0,1,1,1
6037,barley,22.4062154545,7.1616422159,100.4189171696,14.1366874527,31.9137036916,26.0484555476,11.6423115323,6.5444743046,0,1,1,1
6038,barley,21.9288787868,6.0518240227,86.6957318715,15.8726628279,30.8132960362,24.9255519671,11.9675176628,4.1149999031,0,1,1,1
6039,barley,22.8360379136,6.6569305845,80.9022125027,14.8409488242,30.4278215622,26.7345528149,11.8949610585,5.3712506026,0,1,1,1
6040,barley,19.3422393366,6.2496322894,89.3230820108,14.6607006856,30.77429192,25.2011035096,13.9263932285,4.3611866044,0,1,1,1
6041,barley,21.9177792743,6.4329801822,87.519042638,15.7052934974,30.4399647545,25.4738722474,11.5811987368,5.983225751,0,1,1,1
6042,barley,14.7647642584,6.7454160111,95.5082042773,15.832545225,31.9707108586,23.0251863855,12.4338918783,5.0272086311,0,1,1,1
6043,barley,18.2456745116,7.754732912,87.528510759,12.3661049716,30.366512595,26.7042230022,11.3342239203,4.1400497717,0,1,1,1
6044,barley,23.8380141872,7.4242922526,101.4712796613,13.4007134895,30.714599584,23.7179274586,13.0769426081,5.7358703865,0,1,1,1
6045,barley,15.9616007857,8.1502814094,96.8637321051,15.3845117385,31.0145710989,24.0532613779,12.7830294353,4.5879210601,0,1,1,1
6046,barley,21.3881802845,6.5818660743,86.2814333303,14.9741207723,31.938425795,26.7456192759,13.9084091941,5.3454560554,0,1,1,1
6047,barley,16.2390163926,7.5207586866,101.3359913963,13.1393032152,30.1663327802,25.9251891645,10.2332331672,5.8975154298,0,1,1,1
6048,barley,22.267483449,8.1106975389,104.1359618759,13.2609914947,30.8664543255,23.7092429156,10.2808615698,5.2525690634,0,1,1,1
6049,barley,14.746102782,7.059366047,87.2109465349,14.8456914208,31.6488978212,26.5832557354,13.4833876989,4.1772231303,0,1,1,1
6050,barley,20.386341925,6.9114982882,92.7381912298,13.6039307947,30.0355716007,24.6964954258,11.99721682,7.8056771089,0,1,1,1
6051,barley,21.9362529054,7.5720875144,108.2420419234,14.9876014506,31.9914650349,26.2157154594,12.3366003828,5.8592076108,0,1,1,1
6052,barley,23.3141359365,8.4821861604,104.3692034695,12.5100057474,31.619103663,25.5373243418,10.6592958589,5.6938491116,0,1,1,1
6053,barley,24.1170878486,7.8421520909,95.5575276502,14.8703203405,30.1274681382,23.4345048926,11.9042587169,7.826016264,0,1,1,1
6054,barley,24.0966970023,7.853152451,102.1438361286,14.811474463,31.7924956827,25.4531944626,10.6643821829,4.5136588944,0,1,1,1
6055,barley,13.7001036621,7.0361738335,86.0579744129,12.7915020418,30.2324721206,24.8936201397,12.7239193459,5.1480412049,0,1,1,1
6056,barley,23.0697154635,7.0087800875,105.1769694105,14.8516149461,31.1782099606,26.3787927398,10.6588861279,6.2713161359,0,1,1,1
6057,barley,22.5645724118,6.9006237554,80.2359706623,12.2070167372,30.8800557401,23.2117278265,10.6721336376,4.9573757345,0,1,1,1
6058,barley,15.1383107095,6.6181840698,88.1738374031,13.5232538309,30.4146419921,25.1857079197,11.2656522177,4.6118698652,0,1,1,1
6059,barley,16.5575321198,6.8663748777,84.1678431998,15.6892376373,31.2971469913,26.9421567966,13.2261314673,4.2603156442,0,1,1,1
6060,barley,22.0639583845,8.2188348826,88.957955519,12.95051914,31.188090269,23.0202395863,13.8260416043,5.5719588888,0,1,1,1
6061,barley,17.8493718958,8.4903274005,105.5530754398,13.8491912847,30.9527533393,23.1036497181,12.9318792952,5.2670074408,0,1,1,1
6062,barley,16.6275037697,8.3048012434,106.1584353165,15.7856420668,30.3413283787,24.9555594945,11.1431244166,4.5046385764,0,1,1,1
6063,barley,13.527684084,8.3477838355,85.333349547,13.0404655852,30.3264441408,24.0282538484,13.6380723549,6.9463917708,0,1,1,1
6064,barley,24.4135862835,7.6524331301,86.474093559,14.7034905605,30.471215596,25.4105272165,11.4652600766,7.3732331067,0,1,1,1
6065,barley,20.9999276375,6.5230021725,104.1379518768,12.9395258688,31.0922775357,23.6939151887,13.2731050451,6.4505619411,0,1,1,1
6066,barley,15.037498031,6.3017218219,90.5748833502,13.9774175486,31.9524308109,24.2545545922,12.0467798691,4.8210766461,0,1,1,1
6067,barley,16.5097752637,7.8419388236,95.3760731968,13.1010591745,31.078052603,25.6045683999,10.3344160247,6.0723738041,0,1,1,1
6068,barley,21.8136658559,6.174654039,87.7815992115,14.7963461767,30.2461341627,26.3214215809,11.3420602262,4.9719688489,0,1,1,1
6069,barley,22.5795362707,6.7622033989,107.3787956714,15.1495271449,31.6035743194,23.6366722353,11.1936556288,4.0491038604,0,1,1,1
6070,barley,14.8157544707,7.889251008,101.0953015275,13.1174977347,31.1076941819,26.6171986592,13.3559661613,6.8872404858,0,1,1,1
6071,barley,14.5561034285,6.4234985774,93.8258812466,13.2257070346,31.4853010069,25.5591438283,13.6975540125,4.4246371012,0,1,1,1
6072,barley,21.1803934454,8.048923436,105.8037915381,14.9062694265,30.288125145,25.0319319236,12.9898236355,4.4312981472,0,1,1,1
6073,barley,15.3223938227,7.3462417841,107.2866184776,12.5427289739,30.8270374187,24.1181180338,10.8251046858,7.7876926188,0,1,1,1
6074,barley,18.2176074668,8.0377611518,92.895046135,14.1301843598,31.3862704726,26.8571920947,11.0780709109,4.0651729169,0,1,1,1
6075,barley,14.3817877164,6.7527265439,94.1012444756,15.3590871277,31.7930127863,26.4118349609,12.2482563274,6.8312709648,0,1,1,1
6076,barley,17.103715492,7.2665086315,106.886237622,13.9822163339,31.5282592207,26.4366830914,10.169930144,5.8184377718,0,1,1,1
6077,barley,23.4404586799,7.42413574,87.7892627188,15.1104780713,31.2861284445,25.4647228236,13.2586277063,5.7991766522,0,1,1,1
6078,barley,13.6019612948,7.5401914142,96.2160700105,13.129364276,30.3968882234,25.1247135561,10.9226318557,4.352524965,0,1,1,1
6079,barley,17.8110611791,7.8165315967,89.8646636934,12.898718325,30.5570206796,26.2170898933,13.9623659744,4.0626172151,0,1,1,1
6080,barley,20.133807456,6.0377354392,96.437981227,13.3773184338,31.8597866626,24.2328549015,11.8338784633,6.5437417403,0,1,1,1
6081,barley,13.372614857,8.0625917641,91.9053917536,13.7335409662,30.235398327,26.6350799851,11.2332231089,5.2466438068,0,1,1,1
6082,barley,19.3681243441,7.4301204313,80.0195878174,12.6861368604,30.8359047312,23.0391396805,12.6661736122,4.4235540998,0,1,1,1
6083,barley,13.292029002,7.6396493057,94.5976488703,12.2051548714,31.4620071702,25.7522441654,12.5205260114,7.8235757931,0,1,1,1
6084,barley,12.7210289761,7.2515649415,96.2685537866,12.240679796,30.388347621,26.0722843755,13.2552391427,7.7246150752,0,1,1,1
6085,barley,15.1264413876,6.7722306296,83.1554196761,13.4183565128,30.2744020038,25.7049105109,10.2574890681,4.6495651791,0,1,1,1
6086,barley,24.3690616823,8.058034413,109.6486447093,14.491484314,30.1911965319,25.3259062235,11.591535104,6.6252928618,0,1,1,1
6087,barley,20.7009440966,7.0217019449,98.3763870409,13.4088573361,30.1367621204,23.5976680991,10.7217552877,4.8156877321,0,1,1,1
6088,barley,16.2080081395,6.3148566932,106.5752887499,14.5108230562,31.530769489,25.2718957146,13.0094612332,6.1800180701,0,1,1,1
6089,barley,14.9672953742,6.9146030084,108.4289914439,13.8909222156,30.717435257,26.0772054388,10.9984267448,5.7261836257,0,1,1,1
6090,barley,18.8068991202,7.0474902739,96.6297082022,14.8533418057,31.8046830373,26.857362145,12.976230974,7.7018455254,0,1,1,1
6091,barley,23.9257329032,8.1979054478,80.643594652,12.4252764067,30.9566447017,25.4675110151,12.845781955,4.447032868,0,1,1,1
6092,barley,20.18125963,6.5393739418,80.398897598,12.8382704471,30.8612511657,23.3926782377,12.3415005046,7.8273515389,0,1,1,1
6093,barley,22.8395839367,7.8755139942,106.7878291223,15.865043059,30.2563071181,24.0810152318,13.6115850556,7.2095302459,0,1,1,1
6094,barley,24.3024536094,8.2656304466,94.0856909555,15.1900706033,30.0893541429,26.8163201167,11.8890323997,4.4210805004,0,1,1,1
6095,barley,15.8730505179,7.6886127606,94.4817219792,15.8034244016,30.624277282,26.9891540341,12.6582972616,7.2900315411,0,1,1,1
6096,barley,14.7944434454,6.6758360856,106.8360291512,15.98425417,31.0060681399,24.9061847491,13.1845110819,4.0304954038,0,1,1,1
6097,barley,24.0348007687,7.0113802205,108.8806588314,14.1403073355,31.0054528739,23.326642081,13.7769704977,4.9166008675,0,1,1,1
6098,barley,24.4910542005,6.1252737542,80.5659899155,12.3734888445,30.2791390255,24.8009480344,12.1269176731,7.99365787,0,1,1,1
6099,barley,16.9828837198,8.2046811514,98.2759362224,15.5860185332,30.3086668308,23.8252674863,13.5096402829,6.1386351334,0,1,1,1
6100,barley,24.4123979437,8.0680505137,105.3216686192,12.1671483142,31.535339789,25.7380334713,13.8985464263,5.9697656618,0,1,1,1
6101,barley,15.6148365927,7.1103544851,99.422936557,13.7699656221,30.1106159977,25.6268712073,12.0611333636,5.5288993263,0,1,1,1
6102,barley,15.4911282996,8.3367164995,104.7715720718,15.3561380372,30.7579999139,24.7126119899,12.7326448473,7.5895427752,0,1,1,1
6103,barley,22.8475453731,6.6127446563,104.0080301937,15.4881124029,30.6165872473,25.4842410196,11.1706331198,7.987387683,0,1,1,1
6104,barley,24.7386942612,7.0862125778,93.301843016,15.7696502615,31.0737682474,26.6191304381,13.4975622823,6.9151929526,0,1,1,1
6105,barley,18.179474163,8.1490744649,106.1676399552,13.0475128982,31.1910528498,23.1114162217,11.3795566253,6.1733299929,0,1,1,1
6106,barley,13.6950153215,7.835643414,87.5029955823,15.5087084833,31.9912945573,26.8054807167,10.4884347861,7.7188880805,0,1,1,1
6107,barley,14.6301187087,7.5502149015,100.8139918054,13.1909050907,31.0446712938,24.4756046069,10.5636403562,6.765160674,0,1,1,1
6108,barley,16.6992240227,6.4504522431,97.8243091112,12.0598808001,30.1973989241,26.3658745325,11.6430854721,6.6644083381,0,1,1,1
6109,barley,13.9789167107,8.4406408813,92.1492511797,15.9989675699,30.8207980564,26.6636369515,11.9502775085,4.2157915575,0,1,1,1
6110,barley,15.3214216926,8.4272794293,90.0713669277,12.375879926,31.4234533118,23.1176096768,11.6765803803,6.2626157889,0,1,1,1
6111,barley,19.7499406594,7.5780118556,85.085402322,12.675757301,31.0479858348,24.4757215766,12.052391728,6.2767374193,0,1,1,1
6112,barley,15.7953761596,6.9651463802,99.1965872373,14.1563211327,31.6502172559,23.7127957028,10.8187616038,7.7573352446,0,1,1,1
6113,barley,23.7845105778,6.0630055202,84.2780528626,15.6265326823,31.2271957655,23.8929506518,12.8431580856,6.2030212394,0,1,1,1
6114,barley,23.0384837915,6.9819949189,106.7334323206,14.2932186943,30.2518178119,24.1422262613,12.2685409201,5.3924850053,0,1,1,1
6115,barley,12.6446123924,6.9497375015,85.5410797943,14.542692549,30.06314714,24.2064104625,12.5510249862,7.0883624849,0,1,1,1
6116,barley,24.7332483856,7.1706061165,104.8762204155,15.1475505924,31.6119833721,24.8397718879,13.9364069409,7.4611190587,0,1,1,1
6117,barley,22.3900584815,8.4231101745,107.1145641081,12.7911678204,31.3573259413,24.8734070033,10.4103498329,4.1196755389,0,1,1,1
6118,barley,20.0432969718,8.2358213175,85.1627355873,13.3197144754,30.3073783281,25.9706573084,13.5389153261,7.9008283551,0,1,1,1
6119,barley,19.2162122417,6.1623842031,92.1186575094,13.1010909793,31.7061449659,26.8247404783,12.8934240838,4.6204912847,0,1,1,1
6120,barley,23.4623018901,6.2202584785,91.1693185887,14.6577517781,30.7072564888,25.5299625141,10.700233322,4.083515443,0,1,1,1
6121,barley,21.3621132827,7.0030302141,84.5826633214,14.7474210042,31.3246090971,25.22085898,11.7668180955,4.7824800235,0,1,1,1
6122,barley,24.0405693668,6.6587193739,97.4702021143,14.3290074305,31.3001665869,23.4385871734,10.0591804089,6.9182147748,0,1,1,1
6123,barley,24.2817838843,7.1715464798,83.1451867401,15.3810934236,31.8568276791,26.8611584864,11.9614809393,6.218740719,0,1,1,1
6124,barley,18.2006976279,7.5046134936,104.0400858693,12.3396418401,31.6827175186,25.3626998451,11.0493236341,6.0353537343,0,1,1,1
6125,barley,23.5609460355,6.1847416229,81.832045708,15.7357008204,30.3434117501,26.5584015033,11.420873131,5.5780740983,0,1,1,1
6126,barley,23.6939564841,6.2385604731,80.5949851336,15.4388099304,31.9853987357,26.8931858056,13.6280699764,6.7832068671,0,1,1,1
6127,barley,19.5138326972,7.4043550189,107.8941722386,12.7403326348,31.0084502708,24.7529292227,12.7119540543,4.01131919,0,1,1,1
6128,barley,15.6836600054,7.7582695641,87.2271669657,13.5925810258,30.6542760724,26.5876212879,11.4281825103,7.4971700871,0,1,1,1
6129,barley,22.3301929787,7.1753695163,107.8056945075,13.4693569449,31.1649837067,24.6608153562,13.1936590991,4.0694076317,0,1,1,1
6130,barley,23.469614459,7.159915754,90.400292281,13.4768609797,30.6138419855,26.3747046935,11.3272597746,4.5909413223,0,1,1,1
6131,barley,23.7296226971,7.7914792789,99.6297582128,15.6624352619,30.9889485281,24.1583678723,11.5424085673,6.3441144919,0,1,1,1
6132,barley,18.4630306219,8.1070085673,96.7309691988,15.5032804792,30.6555072723,25.266948755,12.1817085447,7.7445127913,0,1,1,1
6133,barley,22.553018676,7.09143304,87.3536738419,15.1966818919,30.9344661013,23.2459024368,12.7181321064,7.2656441202,0,1,1,1
6134,barley,17.3004452643,6.3782686112,109.1558736719,13.2997325086,30.6798998124,25.2614225241,12.6788161839,6.9435675275,0,1,1,1
6135,barley,19.3445143364,6.4928047388,102.5290374105,13.1171496976,31.5002829006,23.4170013522,11.8907251357,4.4156056966,0,1,1,1
6136,barley,12.8551056933,7.3346579707,108.126188108,12.9542651947,30.9740258476,25.1560542749,10.3883911148,6.2135016611,0,1,1,1
6137,barley,15.1087773938,6.0211237938,105.4282865258,15.0223962443,30.2510311168,23.3652664889,11.9033031882,6.9027799798,0,1,1,1
6138,barley,12.5735679354,7.9119112919,88.6244352426,13.0586924213,30.1874436795,26.7524091225,12.0431935464,6.2875019325,0,1,1,1
6139,barley,13.673984797,6.8634255421,102.2835578839,15.6896695432,30.1773395355,23.0357875411,11.8736241802,4.6178169617,0,1,1,1
6140,barley,22.4757926736,6.5200164994,83.1572372335,12.3605181345,30.0953860578,24.6673149984,11.9510801613,4.2268154393,0,1,1,1
6141,barley,24.7925983504,6.3692907972,92.1866617428,12.6289491165,31.8787214046,23.7790713811,10.0581406253,6.8814534433,0,1,1,1
6142,barley,20.6893673906,6.526516232,88.6351493885,12.262989185,30.2410473166,23.2762631586,12.7899239813,5.0632864893,0,1,1,1
6143,barley,15.0028631544,6.3496258164,97.2049850029,14.2567234316,30.1993972042,26.4668120285,11.2965602799,6.8042526778,0,1,1,1
6144,barley,14.8742996363,7.764449225,84.7368584784,14.6645794667,30.375511303,26.266293809,11.5929059536,7.4354008039,0,1,1,1
6145,barley,13.4722707453,8.383514292,95.8776484556,15.3738420803,30.7303877551,23.9935613318,10.564687186,5.5063387028,0,1,1,1
6146,barley,15.5047955494,8.095941092,102.4622333204,12.9322942637,30.9107517233,26.8909795824,12.1195769383,7.6434274688,0,1,1,1
6147,barley,13.8482988874,8.1617968404,104.633773084,12.1655633229,30.5350442264,25.1848302744,12.8083096026,5.7796903859,0,1,1,1
6148,barley,16.4323186247,7.6211074766,89.532446068,15.9690530529,30.6606659584,23.3280878467,11.153034314,5.4994541073,0,1,1,1
6149,barley,16.2957110053,7.7117118397,81.0433155042,13.3254980717,31.3841139629,26.1751381909,13.312787005,4.3955786783,0,1,1,1
6150,barley,16.9953958481,6.7941443258,90.6638166425,13.0213416402,30.5920085776,25.4443447358,13.7434174084,5.7704221535,0,1,1,1
6151,barley,20.5372634964,6.6944042192,93.4203717077,12.0945845252,31.9388283216,23.8510685616,12.7322504229,6.6002115576,0,1,1,1
6152,barley,16.622325396,7.1367995186,99.5410889015,13.0818884834,31.5337637417,24.1110925973,13.5832664148,6.8837799104,0,1,1,1
6153,barley,12.6819307159,7.3417932418,98.0451117996,12.2484165741,30.2689978882,23.9071732246,12.7553480734,7.7675067307,0,1,1,1
6154,barley,19.7916975268,7.1710907995,89.9954011111,12.4997532744,31.3285888368,26.9707618071,11.1644787123,4.4701695625,0,1,1,1
6155,barley,12.1388979104,7.2472949098,89.4675788906,13.1197302898,31.0592453773,23.0263844767,10.1464050659,5.8319479695,0,1,1,1
6156,barley,19.1389548879,6.6485539749,101.9183627154,13.6344268685,31.534406169,24.0278599373,11.2223929996,6.8620201982,0,1,1,1
6157,barley,12.46962209,7.7964209403,97.2685654975,15.7656080674,30.977337845,26.0236457496,13.0425985409,7.7401406246,0,1,1,1
6158,barley,15.6154396614,7.4958067718,90.4644043738,12.1440288571,31.4888687823,24.6230184056,10.7977151774,6.5801290396,0,1,1,1
6159,barley,22.2472231176,6.8664011425,106.9006015576,12.2079460039,30.9153511966,24.9561090823,10.7040090427,5.5938485273,0,1,1,1
6160,barley,13.9039598645,6.1793057069,93.1525546229,12.807500833,31.1439195305,24.5822949862,10.7371146947,4.3673638332,0,1,1,1
6161,barley,12.3133225468,8.1446630566,95.0952500371,13.9617516095,30.7163674651,24.8896963703,11.6164434517,6.5409447445,0,1,1,1
6162,barley,24.3980423336,7.7184522197,82.9984228623,15.8360673052,30.9896657794,24.0895376042,10.0270874446,4.8079328483,0,1,1,1
6163,barley,24.3684214541,8.3623624124,94.9766700104,13.7671010303,31.4812356331,23.3139424995,13.4663142196,5.3043363425,0,1,1,1
6164,barley,20.0345140032,6.4824133604,106.6507176697,12.3314826801,31.1106072216,25.654552591,10.8989266537,4.6893605453,0,1,1,1
6165,barley,15.5986215163,7.6211581152,106.0470898017,12.2755490402,30.2760355324,23.4475914943,13.0716956263,5.2187430979,0,1,1,1
6166,barley,14.6582595596,8.363700566,104.6420968418,14.8896384841,30.6360717729,25.5898684546,11.7658546833,6.1318639309,0,1,1,1
6167,barley,23.3736854273,7.2392161281,82.0333390227,14.9167015654,31.2740373585,23.9256164245,10.8916364376,5.6665234844,0,1,1,1
6168,barley,18.1657264718,7.9869346156,104.6488037029,14.8731273867,31.289255046,26.883014323,11.2303116051,6.2609640263,0,1,1,1
6169,barley,14.909880777,8.3226622052,91.2905655546,13.1949371895,31.0863553386,24.5175869708,10.7268044359,4.2665679343,0,1,1,1
6170,barley,14.5790841804,6.6663437507,80.5782758687,12.7705961859,31.9919079548,24.7595138335,12.9876842959,5.9997912038,0,1,1,1
6171,barley,16.1594581588,8.1829503969,99.080450517,12.0380718651,30.1341223611,25.8249361755,13.6323435271,6.6359560993,0,1,1,1
6172,barley,20.890484839,6.1415142158,86.4861769063,15.9053104784,31.2800623749,26.4308645342,11.6898029334,4.5642955099,0,1,1,1
6173,barley,15.3624516577,8.0511109659,102.9333894534,14.9218706103,30.4046956852,25.117629267,12.6657542849,7.3871386946,0,1,1,1
6174,barley,23.752355787,7.8978168221,97.2488297108,14.4468047967,31.5276551421,23.9201578844,13.3954919272,7.7796254152,0,1,1,1
6175,barley,12.1163415292,7.7417277996,91.580498852,12.0547701899,31.9663094934,23.1988252348,12.91838301,5.947132121,0,1,1,1
6176,barley,17.7074469953,6.2122272467,96.0526342889,15.15502161,31.4042571297,23.972972339,10.9276477557,7.7198286887,0,1,1,1
6177,barley,12.3885401761,7.9505295337,83.9107998616,14.5923952565,31.2498374163,26.3736074535,12.7372163646,4.3198343234,0,1,1,1
6178,barley,24.7775552562,6.4108830696,107.1768033255,13.6797121198,31.0255223997,26.3002162405,13.2140041614,4.0853805996,0,1,1,1
6179,barley,13.7115941048,6.1457791839,88.3309573576,13.9685888208,31.2514330278,25.2441226511,12.8531980671,5.2594612629,0,1,1,1
6180,barley,23.6120387757,7.0361960346,82.6980595812,15.5976772017,31.4516356983,25.8741767896,10.4002672774,4.1680826126,0,1,1,1
6181,barley,22.3085273221,7.2938496112,107.8320726885,12.6270467672,31.0299950412,23.0908190671,13.724287003,4.8574151992,0,1,1,1
6182,barley,20.8586030013,6.3038098768,101.8958144062,12.4657805902,31.2644316157,26.823146601,11.676184446,6.9115125185,0,1,1,1
6183,barley,15.4127841754,7.6208892459,91.2564261907,15.9091345732,30.9566367618,26.6116789267,12.6931439683,4.5061957268,0,1,1,1
6184,barley,13.4507540381,8.1165232144,88.6082779538,12.8643517245,30.5065937548,24.4264475651,11.5889060139,4.6293069686,0,1,1,1
6185,barley,23.5279690209,6.3416866769,90.6174172904,15.6174856307,30.5675198852,23.2088503413,12.0957754872,5.3348616791,0,1,1,1
6186,barley,20.6543830513,7.1555948386,80.4163862913,14.3643139831,30.4256288841,23.4781821669,12.0501421307,6.0752482367,0,1,1,1
6187,barley,24.0530140841,6.0424326287,87.2520914259,15.3542320815,30.8777450456,24.1011005812,12.9551692993,5.7739861505,0,1,1,1
6188,barley,19.3566774049,7.8830308728,96.0819931762,14.4881973216,30.3017065474,24.6554343196,10.9271815862,4.3050577669,0,1,1,1
6189,barley,19.6166621002,7.0824275791,102.4321153991,15.4080767054,30.8250627499,23.8333874305,12.9618163259,7.7471967228,0,1,1,1
6190,barley,16.9041436368,6.7564029812,105.0914076056,13.2813009367,31.4952909849,25.8529659616,11.9008050603,6.9072559461,0,1,1,1
6191,barley,17.658609129,7.0432295795,98.041963852,12.1993319002,30.0387735209,26.2138973035,11.829480697,4.9178085444,0,1,1,1
6192,barley,17.8873856159,7.3179635877,94.5363652894,14.1545066323,30.7832537161,25.6885291589,12.317457808,7.113165573,0,1,1,1
6193,barley,16.1786343912,6.7212055901,80.843841189,13.744186069,30.6504711379,25.8782360834,13.5262462764,6.4659943725,0,1,1,1
6194,barley,20.1758527683,7.9829966022,103.841070056,13.5464130949,30.3340815891,25.2113735085,10.0954459385,7.8980416514,0,1,1,1
6195,barley,19.2622410978,8.4258752731,86.7287244192,12.1896884467,30.9350026748,25.7647879681,11.9732357813,4.1431029179,0,1,1,1
6196,barley,14.3494569911,6.8492412362,82.9621307382,14.0490543153,30.4770015074,26.6754800495,10.5834773222,4.5555929803,0,1,1,1
6197,barley,12.2724537763,6.1323821908,103.9713523244,12.6824696368,30.1442467168,24.9917842723,12.0311234212,4.9424948886,0,1,1,1
6198,barley,15.1848587904,6.9882757298,89.6371854547,13.1443030865,30.9510253181,25.0031045927,12.5931427942,4.9615801126,0,1,1,1
6199,barley,17.629261782,7.6445541965,103.7191497487,12.0116830144,30.4264059809,24.8502743812,10.7212394577,4.5701227125,0,1,1,1
6200,barley,24.7691903197,6.4157729071,105.0843121629,15.4263322901,31.348509789,26.9066816087,11.0657139171,4.3070011966,0,1,1,1
