State_Name,District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Nitrogen,Phosphorous,Potash,Alluvial,Black,loam,Red,crop
Bihar,PASHCHIM CHAMPARAN,1997,Whole Year,172,72,15.1020429392,9.1202531074,8.1312194425,22.1537834337,19.9970651129,42.4645972104,0,0,0,0,1,0,coriander
Bihar,PATNA,1997,Whole Year,92,42,21.879792013,9.3070195442,8.8529261281,23.4032156018,16.4101523839,42.8982702899,0,0,0,0,1,0,coriander
Bihar,PURBI CHAMPARAN,1997,Whole Year,225,95,20.0268528775,9.6536120301,9.2556788491,23.2488075703,20.6566152853,40.2995128437,0,0,0,0,1,0,coriander
Bihar,PURNIA,1997,Whole Year,81,40,17.8177901822,8.1589303454,9.6702522628,27.6926166338,24.3183078066,37.5473460911,0,0,0,0,1,0,coriander
Bihar,ROHTAS,1997,Whole Year,47,24,20.1920096413,9.7232354427,9.2358320126,24.1699170366,15.9462391452,40.1321285185,0,0,0,0,1,0,coriander
Bihar,SAHARSA,1997,Whole Year,114,56,16.2081941195,9.2696754347,8.5533348347,24.4781462556,16.4881440022,37.4903501087,0,0,0,0,1,0,coriander
Bihar,SAMASTIPUR,1997,Whole Year,118,43,20.5096315786,8.9438740113,8.3917500751,26.5775622477,23.012061309,39.7705760196,0,0,0,0,1,0,coriander
Bihar,SHEOHAR,1997,Whole Year,28,12,18.6903678887,8.1134545338,9.255953117,26.1384092751,18.1684309764,41.8862079209,0,0,0,0,1,0,coriander
Bihar,SITAMARHI,1997,Whole Year,66,28,22.7240873158,9.0029808864,8.3702048057,26.9529678526,17.7669850364,40.0874102873,0,0,0,0,1,0,coriander
Bihar,SIWAN,1997,Whole Year,185,91,16.1761539352,9.7097315667,9.5664889766,26.2059020424,22.9050485757,38.3542956295,0,0,0,0,1,0,coriander
Bihar,SUPAUL,1997,Whole Year,77,38,15.2961914486,8.1963138252,7.7033250958,23.7948607457,24.2935015962,38.3376367121,0,0,0,0,1,0,coriander
Bihar,VAISHALI,1997,Whole Year,236,99,16.5755985182,8.5481739897,8.4490348117,23.3446533975,23.6719429921,38.3812341055,0,0,0,0,1,0,coriander
Karnataka,BELGAUM,1997,Whole Year,215,26,25.4821001542,9.0973679639,8.9361925112,22.2656524937,23.4265806431,41.7212157809,0,0,0,0,1,0,coriander
Karnataka,BELLARY,1997,Whole Year,10736,2168,17.4728177352,8.832218478,9.1876597277,22.2349666899,20.9119221649,42.8147660209,0,0,0,0,1,0,coriander
Karnataka,BENGALURU URBAN,1997,Whole Year,154,17,18.4499985306,8.1047652047,9.2748261999,25.243271944,24.0904208221,38.3313876406,0,0,0,0,1,0,coriander
Karnataka,BIDAR,1997,Whole Year,701,74,26.0737018363,8.2545451244,9.8977481258,23.3254787565,18.1918777962,38.2374703168,0,0,0,0,1,0,coriander
Karnataka,BIJAPUR,1997,Whole Year,400,38,24.607222632,9.9317157279,9.2549258241,24.4300212778,16.250597682,41.6933641854,0,0,0,0,1,0,coriander
Karnataka,CHIKMAGALUR,1997,Whole Year,1180,120,15.1974883978,9.3933725159,7.7159509014,24.5437648881,23.3779011058,42.8297499673,0,0,0,0,1,0,coriander
Karnataka,CHITRADURGA,1997,Whole Year,782,79,26.2743015315,9.5829650813,9.4025229609,22.2716898384,23.4989680004,41.9496388742,0,0,0,0,1,0,coriander
Karnataka,DHARWAD,1997,Whole Year,1796,185,24.6483063457,8.3476373225,9.686854944,24.8856449795,16.2625166565,40.6544358642,0,0,0,0,1,0,coriander
Karnataka,GULBARGA,1997,Whole Year,21,3,21.590239651,8.3181648469,8.3670913557,24.2692864286,23.3549531404,39.8734247576,0,0,0,0,1,0,coriander
Karnataka,HASSAN,1997,Whole Year,251,32,21.2908169159,8.4433601187,7.5663036154,23.4244950206,22.2379155243,37.6783308726,0,0,0,0,1,0,coriander
Karnataka,KOLAR,1997,Whole Year,67,7,26.9691361039,8.374907846,8.0018301807,27.9014744021,17.0515455066,41.2508580182,0,0,0,0,1,0,coriander
Karnataka,MYSORE,1997,Whole Year,870,86,18.0163286894,8.0853920689,9.434699052,26.6843740523,18.5835675965,42.421459385,0,0,0,0,1,0,coriander
Karnataka,RAICHUR,1997,Whole Year,38,7,25.3777424813,8.6141020752,7.8808779702,25.5076546706,20.5939903007,39.3155549916,0,0,0,0,1,0,coriander
Karnataka,SHIMOGA,1997,Whole Year,83,8,16.8737364391,9.8488093258,9.532565376,22.4849048146,17.8806962878,41.7682692344,0,0,0,0,1,0,coriander
Karnataka,TUMKUR,1997,Whole Year,23,3,24.8928446261,8.2210962109,8.921672353,23.7969902394,23.4540868828,41.8663909662,0,0,0,0,1,0,coriander
Tamil Nadu,COIMBATORE,1997,Whole Year,709,130,24.287292383,9.756370468,8.4685380896,25.6719600922,17.8230375657,37.9348459476,0,0,0,0,1,0,coriander
Tamil Nadu,CUDDALORE,1997,Whole Year,5101,420,16.5462072028,8.1025834213,9.6036338061,24.0357220237,20.3002931593,42.5136645039,0,0,0,0,1,0,coriander
Tamil Nadu,DHARMAPURI,1997,Whole Year,334,110,18.9525194906,9.5676406116,8.6257960188,26.5409471114,16.3557476136,38.1077763646,0,0,0,0,1,0,coriander
Tamil Nadu,DINDIGUL,1997,Whole Year,156,40,23.2939258267,9.8374520366,9.719756383,25.2176820303,19.1309317794,37.251212048,0,0,0,0,1,0,coriander
Tamil Nadu,ERODE,1997,Whole Year,31,10,21.6399844317,9.1173295575,8.1220672748,23.6690705298,15.5704712525,38.6158251939,0,0,0,0,1,0,coriander
Tamil Nadu,MADURAI,1997,Whole Year,253,120,23.0714908102,8.067853929,9.9078030786,25.0457201835,16.8940500842,41.5046718009,0,0,0,0,1,0,coriander
Tamil Nadu,NAMAKKAL,1997,Whole Year,93,60,18.5254171068,9.4394895147,8.7593876437,22.6500469535,18.9417222915,39.3419369676,0,0,0,0,1,0,coriander
Tamil Nadu,PERAMBALUR,1997,Whole Year,9046,2080,17.9425221375,9.3806208098,7.5308272336,26.648672243,21.1984356949,42.4087172066,0,0,0,0,1,0,coriander
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,43,10,23.6754415361,9.0647906155,7.9703551333,26.1847675367,18.3189360386,38.4647071138,0,0,0,0,1,0,coriander
Tamil Nadu,RAMANATHAPURAM,1997,Whole Year,1533,200,21.0210829589,9.7660388553,8.2343937577,25.0871813018,19.6328953418,41.005963622,0,0,0,0,1,0,coriander
Tamil Nadu,SALEM,1997,Whole Year,517,350,16.431811525,9.4146273298,9.8319684527,23.8465239291,20.3019795963,41.1872314973,0,0,0,0,1,0,coriander
Tamil Nadu,SIVAGANGA,1997,Whole Year,36,10,23.3169085194,8.7365389055,9.0606643237,25.2455811688,23.3026606367,37.9825747569,0,0,0,0,1,0,coriander
Tamil Nadu,THENI,1997,Whole Year,16,10,21.0725806279,8.3603664718,9.9989679661,24.2638240421,22.7969214597,41.872003309,0,0,0,0,1,0,coriander
Tamil Nadu,TIRUCHIRAPPALLI,1997,Whole Year,2358,540,25.9312792722,9.9579713326,8.6732046474,26.6145574352,24.0005155787,37.7398243945,0,0,0,0,1,0,coriander
Tamil Nadu,TIRUNELVELI,1997,Whole Year,95,20,24.3744787448,9.6127550246,9.0989304283,23.4650085573,15.6530506946,37.4523446175,0,0,0,0,1,0,coriander
Tamil Nadu,TUTICORIN,1997,Whole Year,10889,2270,20.1462320677,8.0621732843,9.1948704645,25.9200266353,17.7632933094,38.7761852728,0,0,0,0,1,0,coriander
Tamil Nadu,VELLORE,1997,Whole Year,37,10,15.5797647434,8.2246811266,9.3923712747,22.6639426828,19.0378908311,42.0891173804,0,0,0,0,1,0,coriander
Tamil Nadu,VILLUPURAM,1997,Whole Year,126,30,18.537507359,9.5146319507,7.7680065682,23.2393066184,19.9133701029,37.4789081013,0,0,0,0,1,0,coriander
Tamil Nadu,VIRUDHUNAGAR,1997,Whole Year,6260,2420,22.0907204096,9.420919936,9.7657569935,25.1669703806,15.4066457538,38.5187277427,0,0,0,0,1,0,coriander
Assam,BARPETA,1997,Whole Year,1815,1452,36.5788594579,6.7837048143,82.2818016846,37.4024005336,38.8143378515,25.682592395,12.0472825005,11.064391673,0,1,1,0,dry chillies
Assam,BONGAIGAON,1997,Whole Year,818,528,22.0920618917,6.729223054,102.188318616,39.1460143179,39.478491332,23.6901766303,11.5166941765,12.9777794575,0,1,1,0,dry chillies
Assam,CACHAR,1997,Whole Year,622,379,38.5533138027,6.4981419107,120.0176099312,35.6805916727,36.6588262994,24.4458640231,12.0672749959,12.1287301387,0,1,1,0,dry chillies
Assam,DARRANG,1997,Whole Year,1179,862,37.8190976676,6.7653877775,106.3150002755,36.2428147423,36.7218547305,25.7949859905,11.7634738088,11.295263944,0,1,1,0,dry chillies
Assam,DHEMAJI,1997,Whole Year,310,232,29.4064630872,6.3868953787,134.5196000743,37.9074936085,38.3435022895,27.5206438351,10.1104563924,11.3201303336,0,1,1,0,dry chillies
Assam,DHUBRI,1997,Whole Year,2046,1470,31.4158096843,6.4700215727,100.4595556209,36.6495935552,39.6247320166,23.4177707575,10.0071244048,13.6425517339,0,1,1,0,dry chillies
Assam,DIBRUGARH,1997,Whole Year,232,161,37.9079101122,6.5631926672,141.1018486776,38.0280328379,38.3135864175,26.6576793484,12.9519543921,11.8020038915,0,1,1,0,dry chillies
Assam,DIMA HASAO,1997,Whole Year,286,164,28.5166389177,6.1821982724,136.6956392617,38.1988945853,39.3712569481,24.2738957635,12.5190656662,12.4450064489,0,1,1,0,dry chillies
Assam,GOALPARA,1997,Whole Year,380,265,19.8376533782,6.256304485,87.973006069,38.1200281849,35.7266982545,25.5175803893,12.6552664111,10.6196207813,0,1,1,0,dry chillies
Assam,GOLAGHAT,1997,Whole Year,161,105,36.7066682287,6.4144837652,77.6240400106,36.6479732304,37.4517756901,27.3079053062,13.6513365519,11.570874306,0,1,1,0,dry chillies
Assam,HAILAKANDI,1997,Whole Year,225,124,39.1810142786,6.4194851327,119.570294281,39.2081331695,38.442153444,23.7205800413,10.4648536656,11.3705935521,0,1,1,0,dry chillies
Assam,JORHAT,1997,Whole Year,174,92,28.9811094475,6.380477029,125.4704587383,39.7990265616,38.1049515017,24.3502021859,13.6749514052,13.1925205227,0,1,1,0,dry chillies
Assam,KAMRUP,1997,Whole Year,958,427,18.0546329096,6.3831878668,72.140841617,36.5942880589,39.8813731368,24.5050050118,11.0758446693,12.7756581971,0,1,1,0,dry chillies
Assam,KARBI ANGLONG,1997,Whole Year,274,140,23.1184330417,6.7471106043,91.9643718999,38.8120582398,38.7602364482,26.6408218038,13.5437133255,12.4882462368,0,1,1,0,dry chillies
Assam,KARIMGANJ,1997,Whole Year,185,103,19.1521050274,6.8330645237,93.7889791013,37.7313043517,35.91439486,24.0965434512,13.4754014243,10.5933656982,0,1,1,0,dry chillies
Assam,KOKRAJHAR,1997,Whole Year,667,478,23.9130398857,6.0240337393,71.700312442,35.2875199778,36.3947709326,23.9088168257,10.115576735,13.553533644,0,1,1,0,dry chillies
Assam,LAKHIMPUR,1997,Whole Year,547,304,21.5724100478,6.360001816,126.0883996738,35.7768711522,39.615553322,26.1106897692,13.4298868121,10.2981472775,0,1,1,0,dry chillies
Assam,MARIGAON,1997,Whole Year,700,420,20.5392383091,6.6341903347,71.8529718833,35.7350330453,39.3606178115,24.9697204541,11.1455201355,11.8048436849,0,1,1,0,dry chillies
Assam,NAGAON,1997,Whole Year,938,571,27.511798023,6.5664261272,96.315697227,36.0245332726,36.738274999,23.177122898,12.3846617815,11.0865687188,0,1,1,0,dry chillies
Assam,NALBARI,1997,Whole Year,710,525,19.6244275235,6.993509719,94.7286616254,37.6675420168,36.888567094,22.4017054142,12.2722154001,10.5921248106,0,1,1,0,dry chillies
Assam,SIVASAGAR,1997,Whole Year,212,181,33.5578236177,6.2388095565,122.7429436588,35.3048384904,35.8990551553,27.1112801496,13.8886222016,13.6112006108,0,1,1,0,dry chillies
Assam,TINSUKIA,1997,Whole Year,148,90,37.1305983093,6.8380838344,99.9607713438,35.9374570706,39.8504648602,22.2311868341,10.7647809832,11.2077483135,0,1,1,0,dry chillies
Bihar,ARARIA,1997,Whole Year,135,128,24.8769180042,6.0485731396,118.9981207799,37.3920666314,35.3309943693,27.7535531174,12.7049824084,10.2329850336,0,1,1,0,dry chillies
Bihar,AURANGABAD,1997,Whole Year,13,10,24.7467024004,6.5352861901,104.5326079041,37.9525194848,38.7712999973,23.6731048771,11.7828593336,10.7402549072,0,1,1,0,dry chillies
Bihar,BANKA,1997,Whole Year,12,10,21.3723667773,6.0532799822,92.3608964191,36.1521527596,37.1256458565,27.9248647094,13.9820396659,11.0696103862,0,1,1,0,dry chillies
Bihar,BEGUSARAI,1997,Whole Year,2260,1921,32.1400517487,6.3284198954,98.6670429089,38.3714184361,38.1569456058,24.77095634,12.2545447434,11.1180078269,0,1,1,0,dry chillies
Bihar,BHAGALPUR,1997,Whole Year,43,37,26.5358519658,6.1827818248,147.3235227836,35.9251945221,37.0165617983,27.0064710962,13.363394375,10.9179820754,0,1,1,0,dry chillies
Bihar,BHOJPUR,1997,Whole Year,2,2,34.4835129225,6.4197658024,137.8843874696,39.8773186687,37.889854238,22.5502282472,10.8005046562,12.8125954933,0,1,1,0,dry chillies
Bihar,DARBHANGA,1997,Whole Year,97,65,27.2765882031,6.2731272672,136.6281915336,38.0492352589,35.6366907279,24.0738876934,13.6159602816,11.2814084687,0,1,1,0,dry chillies
Bihar,GAYA,1997,Whole Year,111,85,22.9481195898,6.2350490141,111.3752697433,37.0143816957,39.4940250049,26.2324277739,13.0918519558,11.2586510772,0,1,1,0,dry chillies
Bihar,GOPALGANJ,1997,Whole Year,2,2,25.9002026382,6.4173956284,99.0648500773,36.0092806327,35.637676109,23.4110874084,13.2023260257,10.8846368216,0,1,1,0,dry chillies
Bihar,JEHANABAD,1997,Whole Year,30,23,26.6481593388,6.3038821595,94.1405988145,35.8054271111,35.68288044,24.8350946336,11.5697336825,10.3516109675,0,1,1,0,dry chillies
Bihar,KAIMUR (BHABUA),1997,Whole Year,38,32,21.4435846904,6.8069608003,124.2252912188,39.5709013994,39.8658537263,25.596294341,13.587395901,13.5146710557,0,1,1,0,dry chillies
Bihar,KATIHAR,1997,Whole Year,41,39,29.3216952148,6.1698896876,117.5149549224,36.5208026197,36.7780106574,26.301213367,11.9513577353,10.9745212384,0,1,1,0,dry chillies
Bihar,KHAGARIA,1997,Whole Year,474,403,37.0958151142,6.0807150306,135.802173159,39.7310295663,36.9708542139,27.8498231323,12.5853103758,10.2423922098,0,1,1,0,dry chillies
Bihar,KISHANGANJ,1997,Whole Year,25,24,39.9558395105,6.4874802958,95.4075762309,39.8039277036,36.0211761251,26.3958341794,11.1508696872,10.1148986475,0,1,1,0,dry chillies
Bihar,LAKHISARAI,1997,Whole Year,83,71,34.3607239874,6.7426931097,144.8758731588,38.9384719922,36.684459489,25.2909693486,10.2981592472,11.5547851872,0,1,1,0,dry chillies
Bihar,MADHEPURA,1997,Whole Year,58,49,32.5372984115,6.1483274943,131.4449541759,35.9709003179,35.8458448175,27.9306976082,13.4763292907,10.990405801,0,1,1,0,dry chillies
Bihar,MADHUBANI,1997,Whole Year,19,13,32.9068224033,6.7517431224,66.4019655035,38.5649006239,36.5473382329,27.0227797479,10.5889606638,11.289913374,0,1,1,0,dry chillies
Bihar,MUNGER,1997,Whole Year,3,3,29.1947673597,6.5701975127,97.0566691585,36.6627869758,37.6562007453,26.8657089763,13.9071206783,11.5747154839,0,1,1,0,dry chillies
Bihar,MUZAFFARPUR,1997,Whole Year,92,155,25.2156976618,6.920717786,70.3180770978,36.6492495406,38.0457115883,26.4975809755,12.2859776133,11.3827830405,0,1,1,0,dry chillies
Bihar,NALANDA,1997,Whole Year,45,38,18.4143428904,6.7019359423,111.4299488189,36.0218142517,38.1930407916,25.5824296164,13.1276659678,12.7901716113,0,1,1,0,dry chillies
Bihar,NAWADA,1997,Whole Year,14,11,20.2929667301,6.6204799682,73.1710016792,39.4927468862,36.5444458862,25.1050033981,13.2445673082,10.0070146749,0,1,1,0,dry chillies
Bihar,PASHCHIM CHAMPARAN,1997,Whole Year,115,127,27.7179342491,6.4347991461,100.7831458708,38.9113161919,35.8020392873,24.4811952477,13.4327285638,11.3833243732,0,1,1,0,dry chillies
Bihar,PATNA,1997,Whole Year,91,77,21.4959148843,6.2499860659,112.571921493,37.4153003797,39.6943924996,25.5113061229,13.0075809844,11.6383522316,0,1,1,0,dry chillies
Bihar,PURBI CHAMPARAN,1997,Whole Year,124,83,33.1888112247,6.4428896109,117.9519921545,36.5776332323,37.104801829,22.228885243,10.9145292697,11.824017485,0,1,1,0,dry chillies
Bihar,PURNIA,1997,Whole Year,124,118,36.8887875914,6.7085862128,105.8337751171,37.7358989675,37.1527974326,25.7139374729,12.8406416543,12.5978535692,0,1,1,0,dry chillies
Bihar,ROHTAS,1997,Whole Year,250,213,18.9546935575,6.4121180773,120.2775949932,37.4358687805,35.8013470438,27.144367714,12.3287810025,10.213946831,0,1,1,0,dry chillies
Bihar,SAHARSA,1997,Whole Year,28,24,21.5673164838,6.8591190743,106.401946785,39.2202516588,38.5454098946,26.6149763975,11.8122765595,13.766617221,0,1,1,0,dry chillies
Bihar,SAMASTIPUR,1997,Whole Year,270,181,35.9758043642,6.1905805915,140.7180586943,38.7759403449,38.7528617706,23.1092441103,12.7016146408,10.5165861786,0,1,1,0,dry chillies
Bihar,SHEOHAR,1997,Whole Year,1,1,33.4055098293,6.0105871055,73.109464629,35.698049968,39.3837691608,26.6940923353,11.9625897838,11.3156688464,0,1,1,0,dry chillies
Bihar,SITAMARHI,1997,Whole Year,28,31,25.8539986183,6.7038775119,95.8126994391,37.0240914797,38.7033154113,24.0283663403,10.5482475077,13.4452725908,0,1,1,0,dry chillies
Bihar,SIWAN,1997,Whole Year,81,69,34.6299780761,6.545523775,122.182921755,39.4644030804,37.4998748323,25.8517191419,12.6095357444,11.1739461183,0,1,1,0,dry chillies
Bihar,SUPAUL,1997,Whole Year,1,1,18.88299212,6.0027445966,143.4472995494,36.278372488,39.304546225,26.4746308753,13.5354107193,11.0264904255,0,1,1,0,dry chillies
Bihar,VAISHALI,1997,Whole Year,70,77,37.3062818446,6.025044385,104.8188020094,39.2196789071,36.8733756347,26.5511931898,12.3935618257,13.9330161181,0,1,1,0,dry chillies
Manipur,CHURACHANDPUR,1997,Whole Year,2,1,32.945405187,6.3826713552,127.9240814604,35.6541427588,39.3915162331,27.9019518501,13.1008817498,13.530120116,0,1,1,0,dry chillies
Manipur,THOUBAL,1997,Whole Year,1,1,32.5087791286,6.1458994019,67.9752770186,39.374282495,37.9796268153,25.1838579139,13.8188123025,11.5728056195,0,1,1,0,dry chillies
Meghalaya,EAST GARO HILLS,1997,Whole Year,324,194,21.5352235691,6.670827391,77.7360493693,35.7208125741,37.3977763193,26.9374808255,12.8322630517,13.0538490973,0,1,1,0,dry chillies
Meghalaya,EAST JAINTIA HILLS,1997,Whole Year,123,95,20.8927539155,6.3305705924,122.100324916,38.4428079497,38.010361491,27.6840376919,12.6244228035,11.4822145146,0,1,1,0,dry chillies
Meghalaya,EAST KHASI HILLS,1997,Whole Year,81,49,30.091247294,6.8037346892,120.7882210915,39.2968699483,38.8483913774,22.2668455381,10.595742883,12.4172462839,0,1,1,0,dry chillies
Meghalaya,RI BHOI,1997,Whole Year,33,25,26.485380162,6.6126733968,97.210066262,35.3021894544,35.8656489643,23.5592532493,10.7880033114,11.1032986662,0,1,1,0,dry chillies
Meghalaya,SOUTH GARO HILLS,1997,Whole Year,265,166,18.3830553213,6.4229242782,101.6934192416,38.7881345492,38.1128464301,25.8329598829,12.4575445786,11.8189283127,0,1,1,0,dry chillies
Meghalaya,WEST GARO HILLS,1997,Whole Year,882,548,34.2309025626,6.7545932021,104.4406288234,38.9062592447,36.4243040843,24.35344262,13.5597909587,12.0656242281,0,1,1,0,dry chillies
Meghalaya,WEST KHASI HILLS,1997,Whole Year,58,29,28.0243762723,6.3156229287,140.6433083155,36.5075627139,35.6785289033,27.1141667833,12.889901816,10.0967964654,0,1,1,0,dry chillies
Tamil Nadu,COIMBATORE,1997,Whole Year,2350,1430,30.3922304991,6.7780902627,109.7563230116,39.921284968,39.7229053734,24.1753858399,13.6727960752,12.2989602431,0,1,1,0,dry chillies
Tamil Nadu,CUDDALORE,1997,Whole Year,253,150,28.9339995197,6.1832115709,119.1116224085,37.3455250796,38.9618788878,27.0967608678,13.2622483143,10.2992304147,0,1,1,0,dry chillies
Tamil Nadu,DHARMAPURI,1997,Whole Year,1045,650,35.9340524253,6.2733901213,96.4250970659,36.3085305569,38.9461937465,22.2016575171,11.5945655181,11.1914588885,0,1,1,0,dry chillies
Tamil Nadu,DINDIGUL,1997,Whole Year,2241,1420,35.028755258,6.1103190806,85.4888861399,35.9032692036,37.9548402355,22.5105483386,11.9877962421,13.3612360816,0,1,1,0,dry chillies
Tamil Nadu,ERODE,1997,Whole Year,1047,580,30.5344148853,6.880165045,97.3811360788,39.222318311,37.2300208407,25.7242771089,12.2202022899,12.5301132498,0,1,1,0,dry chillies
Tamil Nadu,KANCHIPURAM,1997,Whole Year,288,320,39.6207774631,6.4925556947,128.6346004971,37.0055579952,36.5038306557,26.2671785855,11.6859223255,10.2320091346,0,1,1,0,dry chillies
Tamil Nadu,KARUR,1997,Whole Year,1918,1260,25.8966066949,6.0629986012,127.3946782958,37.6314746212,39.032654874,22.0410264272,13.9901761711,12.1574930606,0,1,1,0,dry chillies
Tamil Nadu,MADURAI,1997,Whole Year,505,370,25.9529753576,6.7895909472,83.7129102621,35.7084941698,39.0223589502,27.8013642323,12.8818264766,11.885375546,0,1,1,0,dry chillies
Tamil Nadu,NAGAPATTINAM,1997,Whole Year,28,20,20.8022019172,6.6162501672,71.5335193676,37.6487459313,38.4480753186,22.6686468155,13.1567580774,13.0327747245,0,1,1,0,dry chillies
Tamil Nadu,NAMAKKAL,1997,Whole Year,217,160,20.0429893194,6.3832830909,94.3152851506,39.0800392746,39.3617207117,23.7829459275,11.4507507892,12.4736676301,0,1,1,0,dry chillies
Tamil Nadu,PERAMBALUR,1997,Whole Year,4845,3190,32.225815231,6.3847186581,96.2155830683,37.5963130203,35.1041434143,24.091802301,12.3878295436,10.1036287262,0,1,1,0,dry chillies
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,267,160,30.6460707011,6.1667519119,63.8481964153,39.0706308337,38.2031310572,26.7735914242,11.4374156972,12.1800017998,0,1,1,0,dry chillies
Tamil Nadu,RAMANATHAPURAM,1997,Whole Year,17452,10510,24.5050381288,6.8298606655,101.2994170342,36.0688675441,36.5352089088,22.0801081324,10.5615059691,12.9287221845,0,1,1,0,dry chillies
Tamil Nadu,SALEM,1997,Whole Year,1115,830,22.9994139985,6.5732198826,108.3073215234,39.108534492,38.6529366445,25.3217278104,11.5395398028,11.1675313235,0,1,1,0,dry chillies
Tamil Nadu,SIVAGANGA,1997,Whole Year,3760,1180,22.1974854086,6.1445500554,106.2538956357,37.1016759573,38.1839839089,26.3526778293,12.7056343258,11.5114436283,0,1,1,0,dry chillies
Tamil Nadu,THANJAVUR,1997,Whole Year,66,40,37.8421410575,6.5375955157,129.6868763614,39.0309589796,37.4597084315,24.868649968,13.90904245,10.7388025507,0,1,1,0,dry chillies
Tamil Nadu,THE NILGIRIS,1997,Whole Year,21,10,34.9851869789,6.4526211054,126.8680277819,35.7292531967,37.818048628,26.0234822868,12.4238245112,12.9833626684,0,1,1,0,dry chillies
Tamil Nadu,THENI,1997,Whole Year,239,180,32.1494260499,6.6498606648,99.2143206189,38.5464500746,36.2414582885,23.6781128666,12.1145331542,10.9412043782,0,1,1,0,dry chillies
Tamil Nadu,THIRUVALLUR,1997,Whole Year,1033,1130,39.5914299786,6.8127790823,132.430630927,37.864023466,39.028493728,23.7603650258,10.6996059106,11.1466278044,0,1,1,0,dry chillies
Tamil Nadu,THIRUVARUR,1997,Whole Year,19,10,23.6077786874,6.9196057863,87.5173210501,37.7991424886,38.4546784775,24.0942631238,11.6124249268,11.207641561,0,1,1,0,dry chillies
